patch_id,path,image_id,x1,y1,x2,y2,label,coverage,track_ratio
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0010,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0010.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,736,384,800,448,Low,0.67138671875,0.998779296875
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0011,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0011.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,768,384,832,448,Low,0.78125,0.998779296875
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0012,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0012.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,800,384,864,448,Low,0.78125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0013,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0013.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,832,384,896,448,Low,0.78125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0014,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0014.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,864,384,928,448,Low,0.78125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0015,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0015.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,896,384,960,448,High,0.796875,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0016,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0016.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,928,384,992,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0017,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0017.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,960,384,1024,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0018,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0018.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,992,384,1056,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0019,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0019.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1024,384,1088,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0020,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0020.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1056,384,1120,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0021,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0021.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1088,384,1152,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0022,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0022.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1120,384,1184,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0023,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0023.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1152,384,1216,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0024,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0024.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1184,384,1248,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0025,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0025.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1216,384,1280,448,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0026,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0026.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,736,416,800,480,Low,0.631103515625,0.99658203125
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0027,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0027.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,768,416,832,480,Low,0.734375,0.99658203125
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0028,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0028.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,800,416,864,480,Low,0.734375,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0029,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0029.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,832,416,896,480,Low,0.734375,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0030,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0030.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,864,416,928,480,Low,0.734375,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0031,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0031.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,896,416,960,480,High,0.796875,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0032,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0032.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,928,416,992,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0033,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0033.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,960,416,1024,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0034,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0034.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,992,416,1056,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0035,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0035.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1024,416,1088,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0036,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0036.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1056,416,1120,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0037,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0037.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1088,416,1152,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0038,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0038.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1120,416,1184,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0039,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0039.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1152,416,1216,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0040,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0040.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1184,416,1248,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0041,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0041.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1216,416,1280,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0042,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0042.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,896,448,960,512,High,0.796875,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0043,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0043.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,928,448,992,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0044,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0044.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,960,448,1024,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0045,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0045.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,992,448,1056,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0046,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0046.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1024,448,1088,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0047,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0047.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1056,448,1120,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0048,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0048.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1088,448,1152,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0049,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0049.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1120,448,1184,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0050,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0050.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1152,448,1216,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0051,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0051.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1184,448,1248,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0052,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0052.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1216,448,1280,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0053,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0053.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,896,480,960,544,High,0.6474609375,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0054,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0054.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,928,480,992,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0055,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0055.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,960,480,1024,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0056,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0056.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,992,480,1056,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0057,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0057.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1024,480,1088,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0058,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0058.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1056,480,1120,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0059,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0059.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1088,480,1152,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0060,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0060.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1120,480,1184,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0061,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0061.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1152,480,1216,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0062,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0062.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1184,480,1248,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0063,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0063.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1216,480,1280,544,High,0.8125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0064,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0064.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,992,512,1056,576,Medium,0.516357421875,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0065,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0065.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1024,512,1088,576,Medium,0.703125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0066,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0066.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1056,512,1120,576,Medium,0.703125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0067,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0067.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1088,512,1152,576,Medium,0.703125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0068,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0068.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1120,512,1184,576,Medium,0.703125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0069,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0069.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1152,512,1216,576,Medium,0.703125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0070,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0070.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1184,512,1248,576,Medium,0.703125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0071,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented_patch_0071.jpg,WhatsApp Image 2025-11-15 at 23.14.47_a538d5e3_color_segmented,1216,512,1280,576,Medium,0.703125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0000,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0000.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,928,384,992,448,High,0.570556640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0001,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0001.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,960,384,1024,448,High,0.640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0002,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0002.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,992,384,1056,448,High,0.640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0003,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0003.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1024,384,1088,448,High,0.640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0004,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0004.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1056,384,1120,448,High,0.640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0005,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0005.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1088,384,1152,448,High,0.640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0006,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0006.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1120,384,1184,448,High,0.640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0007,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0007.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1152,384,1216,448,High,0.640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0008,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0008.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1184,384,1248,448,High,0.640625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0009,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0009.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,928,416,992,480,High,0.890625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0010,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0010.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,960,416,1024,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0011,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0011.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,992,416,1056,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0012,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0012.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1024,416,1088,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0013,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0013.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1056,416,1120,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0014,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0014.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1088,416,1152,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0015,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0015.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1120,416,1184,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0016,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0016.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1152,416,1216,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0017,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0017.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1184,416,1248,480,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0018,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0018.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1216,416,1280,480,Medium,0.828125,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0019,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0019.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,928,448,992,512,High,0.890625,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0020,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0020.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,960,448,1024,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0021,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0021.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,992,448,1056,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0022,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0022.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1024,448,1088,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0023,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0023.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1056,448,1120,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0024,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0024.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1088,448,1152,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0025,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0025.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1120,448,1184,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0026,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0026.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1152,448,1216,512,High,1.0,1.0
WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0027,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented_patch_0027.jpg,WhatsApp Image 2025-11-15 at 23.14.47_d85e37db_color_segmented,1184,448,1248,512,High,1.0,1.0
